Jadavpur University,Construction Engineering,502,655
Jadavpur University,Construction Engineering (Tfw),0,0
Jadavpur University,Electrical Engineering,196,323
Jadavpur University,Electrical Engineering (Tfw),0,0
Jadavpur University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,110,161
Jadavpur University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering (Tfw),0,0
Jadavpur University,Food Technology And Bio Chemical Engineering,668,711
Jadavpur University,Food Technology And Bio Chemical Engineering (Tfw),0,0
Jadavpur University,Information Technology,164,183
Jadavpur University,Information Technology (Tfw),0,0
Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering,188,365
Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering (Tfw),0,0
Jadavpur University,Mechanical Engineering,227,379
Jadavpur University,Mechanical Engineering (Tfw),0,0
Jadavpur University,Metallurgical Engineering,491,577
Jadavpur University,Metallurgical Engineering (Tfw),0,0
Jadavpur University,Power Engineering/Power Plant Engineering,547,580
Jadavpur University,Power Engineering/Power Plant Engineering (Tfw),0,0
Jadavpur University,Printing Engineering/Printing Technology,635,684
Jadavpur University,Printing Engineering/Printing Technology (Tfw),0,0
Jadavpur University,Production Engineering,488,602
Jadavpur University,Production Engineering (Tfw),0,0
